Sentence	Source	Additional rationale for open license	Sentence Quality Assurance Feedback (optional) O = satisfactory sentence, X = unsatisfactory sentence
很合理啊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
記得要來揪團喔	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
早餐店的飲料封膜	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
改成有趣的政府宣導	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
好像蠻有意思的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
每個機關的小編	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
都蠻有梗的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
經濟部那個案例	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我覺得很爛	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
笑點不錯	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
但是不懂	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
他到底想要宣傳什麼	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
更正一下	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
是內政部	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
聽說很香	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒做完	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
聖劍傳說也出了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有中文嗎？	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒玩過前面的話	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
能玩得起來嗎？	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
好像沒什麼關聯	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
小孩才做選擇	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
市價炒到定價一倍	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
重要居家防疫物資	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
啟動國家隊生產	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
等到數位版八折我才會買	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
好像錯過現在潮流	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
等之後退燒到八折時	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
也沒意義了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
熱潮最高時大家一起玩	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我還在玩第二輪	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
等二手便宜點再說吧	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
反正他只是第一部	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
會想衝首發	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這種炒法真的玩不起	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
因為疫情延後上市	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我難過	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
末日類型的遊戲	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
太敏感了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
死亡擱淺	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
還好出的夠早	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
大概也要延後了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
好像要上映了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
傷腦筋	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
買不到小童跟大童口罩	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
一早上班的觀察	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
板橋地區排隊的人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
在我們家附近	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
大概三十人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
到了中山路也差不多	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
公司附近的中正區	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
就少一點人排隊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可能比較晚發	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
老婆跟親友	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
朋友是回報買不到了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
大家好像都買不到	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這也太突然	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
好和弦頻道	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
作曲家官大為	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可以快速上字幕與時間碼	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
最終產出的程式	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
如果大家的影片	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有放到網路上的公開影片	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有一樣的功能	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可以多人協作	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
多語言	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
自動同步等等	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我們用這個上字幕	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
很多年了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
二十年前前後那一段時間	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我記得有看過相關的介紹	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
全球性的疾病傳播	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
一定會發生	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
只是不知道什麼時候	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我不記得了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
但是這一段話	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我記得還蠻清楚的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
倒數計時器	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這點子滿不錯	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有期限的事情	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒有擺爛的餘地	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有做就是有做	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒做就是沒做	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
更多政治人物的承諾	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
都能被檢視	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
是否就不會有那麼多的人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
對背信的人忠心	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
三月發售的遊戲	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
也五折了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
魔神英雄傳	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
海底兩萬哩	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
天元突破	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
故事比起來怎麼樣	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
世界融合得最好	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
原創主角表現佳	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
那還是算了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
春季優惠進行中	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
大家隨時有空時	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
都可以幫忙	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
去識別化	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
打散順序	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可參考目前的標準	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
截至去年六月	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
一次認領一個月	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有實務經驗最好	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
學院派教科書派	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我讀書的時候	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
工管科的報告	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
製造程序	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
上班的工廠生產線	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
巨大機器的部門	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
製造電動腳踏車充電器	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
大學專題報告	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
